Product,Week Start Date,Actual HC
Dedicated SDR FT Mid,2025-09-01,1
Dedicated SDR Full Time,2025-09-01,1
Dedicated SDR Part Time,2025-09-01,1
Digital Marketing Assistant FT Mid,2025-09-01,2
Digital Marketing Assistant PT Expert,2025-09-01,1
Digital Marketing Assistant PT Mid,2025-09-01,3
Ecommerce Assistant PT,2025-09-01,1
Executive Assistant FT,2025-09-01,1
Executive Assistant Full Time,2025-09-01,2
Executive Assistant Full Time Mid,2025-09-01,2
Executive Assistant Part Time Mid,2025-09-01,1
GVA 40 Hours,2025-09-01,2
GVA Bilingual FT Mid,2025-09-01,1
General Virtual Assistant Full Time,2025-09-01,1
General Virtual Assistant Full Time Expert,2025-09-01,1
General Virtual Assistant Full Time Mid,2025-09-01,4
General Virtual Assistant Part Time,2025-09-01,2
General Virtual Assistant Part Time Mid,2025-09-01,1
Junior Front-End Developer Expert PT,2025-09-01,1
Lead Gen Full Time,2025-09-01,1
Lead Gen Part Time,2025-09-01,1
Medical Scribe Part Time,2025-09-01,1
Micro Plan DMA Expert 2hr/day,2025-09-01,1
Micro Plan EA,2025-09-01,1
Personal Assistant Full Time,2025-09-01,1
Personal Assistant Full Time Expert,2025-09-01,1
Real Estate Full Time Mid,2025-09-01,2
SDR FT Expert,2025-09-01,1
SDR Full Time,2025-09-01,1
SDR Part Time,2025-09-01,1
SDR Part Time Mid,2025-09-01,1
Social Media PT,2025-09-01,1
Social Media Part Time,2025-09-01,2
Social Media Part Time Expert,2025-09-01,1
US-Based Social Media Assistant PT Mid,2025-09-01,1
CRM Data Entry Assistant Full Time,2025-08-25,2
CSR Full Time,2025-08-25,4
CSR Part Time Expert,2025-08-25,1
Dedicated SDR FT Mid,2025-08-25,1
Dedicated SDR Full Time,2025-08-25,1
Dedicated SDR Part Time,2025-08-25,1
Digital Marketing Assistant PT,2025-08-25,1
EA Bilingual FT,2025-08-25,1
EA Bilingual PT Mid,2025-08-25,1
Executive Assistant Full Time Expert,2025-08-25,1
Executive Assistant Part Time,2025-08-25,2
Executive Assistant Part Time Mid,2025-08-25,2
GVA - PT,2025-08-25,1
GVA Bilingual PT Mid,2025-08-25,1
General Virtual Assistant Full Time,2025-08-25,6
General Virtual Assistant Part Time,2025-08-25,6
Graphic Designer Part Time,2025-08-25,1
Healthcare VA Full Time,2025-08-25,1
Human Resource Assistant FT,2025-08-25,1
Junior Full Stack Developer Expert PT,2025-08-25,1
Lawyer Assistant FT,2025-08-25,1
Lead Gen Full Time,2025-08-25,1
Lead Generation Assistant (Full Time),2025-08-25,1
Lead Generation Assistant (Part Time),2025-08-25,4
Micro Plan DMA,2025-08-25,1
Micro Plan GVA,2025-08-25,1
SDR Full Time,2025-08-25,1
SDR Part Time,2025-08-25,2
SDR Part Time Mid,2025-08-25,2
Social Media FT,2025-08-25,1
Social Media Part Time Expert,2025-08-25,1
Social Media Part Time Mid,2025-08-25,1
US Executive Assistant PT,2025-08-25,1
Bilingual Sales FT Expert,2025-08-18,1
Bookkeeper Full Time Expert,2025-08-18,1
Bookkeeper Full Time Mid,2025-08-18,1
Bookkeeper PT Expert,2025-08-18,1
CRM Data Entry Assistant Full Time,2025-08-18,1
CSR Full Time,2025-08-18,4
Content Writer Part Time,2025-08-18,1
Dedicated SDR Full Time,2025-08-18,2
Dedicated SDR Part Time,2025-08-18,1
Digital Marketing Assistant FT Mid,2025-08-18,1
Digital Marketing Assistant PT Expert,2025-08-18,1
Digital Marketing Assistant PT Mid,2025-08-18,1
Digital Marketing PT,2025-08-18,1
E-Commerce Assistant Full Time Expert,2025-08-18,1
E-Commerce Assistant Part Time Mid Bilingual,2025-08-18,1
EA Bilingual FT Mid,2025-08-18,1
Ecommerce Assistant PT,2025-08-18,1
Executive Assistant Full Time,2025-08-18,3
Executive Assistant Full Time Mid,2025-08-18,1
GVA - FT,2025-08-18,1
GVA 20 Hours,2025-08-18,1
General Virtual Assistant Full Time,2025-08-18,4
General Virtual Assistant Full Time Mid,2025-08-18,5
General Virtual Assistant Part Time,2025-08-18,4
Healthcare VA Full Time Mid,2025-08-18,1
Healthcare VA Part Time,2025-08-18,2
IT Helpdesk Full Time Support,2025-08-18,1
Junior Front-End Developer Mid FT,2025-08-18,1
Lawyer Assistant FT,2025-08-18,1
Lawyer Assistant FT Mid,2025-08-18,1
Lead Generation Assistant (Part Time),2025-08-18,1
Medical Scribe Full Time,2025-08-18,1
Micro Plan DMA,2025-08-18,1
Micro Plan GVA,2025-08-18,1
SDR Full Time,2025-08-18,4
SDR Part Time,2025-08-18,2
SDR Part Time Mid,2025-08-18,3
Social Media Full Time,2025-08-18,1
US-Based CSR Assistant Full Time Mid,2025-08-18,1
Zapier & Integration 2HR,2025-08-18,1
Bookkeeper PT,2025-08-11,1
Bookkeeper PT Mid,2025-08-11,3
CSR Bilingual Part Time Mid,2025-08-11,2
CSR Full Time,2025-08-11,3
CSR Part Time,2025-08-11,1
CSR Part Time Mid,2025-08-11,1
Dedicated SDR FT Mid,2025-08-11,1
Dedicated SDR Full Time,2025-08-11,3
Digital Marketing Assistant FT Expert,2025-08-11,2
Digital Marketing Assistant PT Expert,2025-08-11,2
EA Bilingual FT Expert,2025-08-11,1
Executive Assistant Full Time,2025-08-11,2
Executive Assistant Part Time,2025-08-11,4
Executive Assistant Part Time Mid,2025-08-11,1
General Virtual Assistant Full Time,2025-08-11,11
General Virtual Assistant Full Time Mid,2025-08-11,2
General Virtual Assistant Part Time,2025-08-11,3
General Virtual Assistant Part Time Mid,2025-08-11,1
Graphic Designer Full Time Expert,2025-08-11,1
Healthcare Dedicated Receptionist - 8 hours,2025-08-11,1
Healthcare VA Full Time,2025-08-11,1
Lead Gen Full Time Mid,2025-08-11,1
Micro Plan Bookkeeper Mid 2hr/day,2025-08-11,1
Real Estate PT,2025-08-11,1
Real Estate Part Time,2025-08-11,1
SDR Full Time Expert,2025-08-11,1
SDR Full Time Mid,2025-08-11,1
SDR Part Time,2025-08-11,1
SDR Part Time Mid,2025-08-11,2
Social Media FT,2025-08-11,1
Social Media Full Time,2025-08-11,1
Social Media Part Time,2025-08-11,3
US-Based SDR Assistant 10 HRS Expert,2025-08-11,1
US-Based SDR Assistant PT Mid,2025-08-11,1
Bilingual Sales FT Mid,2025-08-04,1
Bilingual Sales PT Expert,2025-08-04,1
Bookkeeper FT,2025-08-04,1
Bookkeeper Full Time Expert,2025-08-04,1
Bookkeeper PT Expert,2025-08-04,3
Bookkeeper PT Mid,2025-08-04,1
CSR Bilingual Full Time,2025-08-04,3
CSR Full Time Mid,2025-08-04,1
Dedicated SDR FT Mid,2025-08-04,1
Dedicated SDR Full Time,2025-08-04,2
Dedicated SDR Part Time,2025-08-04,3
Digital Marketing Assistant FT Expert,2025-08-04,1
Digital Marketing Assistant FT Mid,2025-08-04,1
Digital Marketing Assistant PT,2025-08-04,1
Digital Marketing Assistant PT Mid,2025-08-04,1
E-Commerce Assistant Full Time Expert,2025-08-04,1
EA Bilingual FT Mid,2025-08-04,1
EA Bilingual PT Mid,2025-08-04,2
Executive Assistant Full Time,2025-08-04,2
Executive Assistant Full Time Mid,2025-08-04,1
Executive Assistant Part Time,2025-08-04,2
Executive Assistant Part Time Mid,2025-08-04,1
GVA - FT,2025-08-04,1
General Virtual Assistant Full Time,2025-08-04,4
General Virtual Assistant Full Time Expert,2025-08-04,1
General Virtual Assistant Full Time Mid,2025-08-04,3
General Virtual Assistant Part Time,2025-08-04,1
General Virtual Assistant Part Time Mid,2025-08-04,2
Healthcare VA Full Time,2025-08-04,1
Healthcare VA Full Time Expert,2025-08-04,1
Healthcare VA Full Time Mid,2025-08-04,1
Lead Gen Part Time,2025-08-04,1
Lead Generation Assistant (Full Time),2025-08-04,1
Real Estate Part Time,2025-08-04,1
Recruitment Assistant PT,2025-08-04,1
SDR Full Time,2025-08-04,1
SDR Full Time Mid,2025-08-04,3
SDR Part Time Expert,2025-08-04,2
Social Media Full Time,2025-08-04,1
Social Media Part Time,2025-08-04,1
Bilingual Sales PT,2025-07-28,1
Bilingual Sales PT Expert,2025-07-28,1
Bilingual Sales PT Mid,2025-07-28,1
Bookkeeper FT,2025-07-28,1
Bookkeeper Full Time Expert,2025-07-28,1
Bookkeeper PT Expert,2025-07-28,1
Bookkeeper PT Mid,2025-07-28,1
Bookkeeper PT Mid,2025-07-28,1
CSR Bilingual Full Time,2025-07-28,1
CSR Full Time,2025-07-28,2
CSR Full Time,2025-07-28,1
CSR Full Time Mid,2025-07-28,1
CSR Part Time,2025-07-28,1
Dedicated SDR Full Time,2025-07-28,1
Dedicated SDR Full Time,2025-07-28,2
Dedicated SDR Part Time,2025-07-28,3
Dedicated SDR Part Time,2025-07-28,2
Digital Marketing Assistant FT Mid,2025-07-28,1
Digital Marketing Assistant PT Expert,2025-07-28,1
Digital Marketing Assistant PT Mid,2025-07-28,1
Digital Marketing PT,2025-07-28,2
E-Commerce Assistant Part Time,2025-07-28,1
Ecommerce Assistant PT,2025-07-28,1
Executive Assistant Full Time,2025-07-28,3
Executive Assistant Part Time,2025-07-28,3
Executive Assistant Part Time Mid,2025-07-28,3
GVA Bilingual FT Mid,2025-07-28,1
General Virtual Assistant Full Time,2025-07-28,3
General Virtual Assistant Full Time Mid,2025-07-28,1
General Virtual Assistant Part Time,2025-07-28,1
General Virtual Assistant Part Time Mid,2025-07-28,1
Graphic Designer Full Time Mid,2025-07-28,1
Healthcare Assistant Bilingual FT,2025-07-28,1
Healthcare VA Full Time,2025-07-28,1
Healthcare VA Full Time Mid,2025-07-28,1
Healthcare VA Part Time,2025-07-28,1
Human Resource Assistant FT Expert,2025-07-28,1
Lawyer Assistant PT,2025-07-28,1
Lead Gen Full Time,2025-07-28,1
Lead Gen Full Time Expert,2025-07-28,1
Lead Generation Assistant (Part Time),2025-07-28,2
Medical Scribe Full Time,2025-07-28,1
Micro Plan GVA,2025-07-28,1
Micro Plan SDR Expert 2hr/day,2025-07-28,1
Real Estate Full Time,2025-07-28,1
Real Estate Part Time,2025-07-28,1
Recruitment Assistant Bilingual Full Time,2025-07-28,1
SDR Full Time,2025-07-28,1
SDR Full Time Mid,2025-07-28,1
SDR Part Time Expert,2025-07-28,1
Social Media Full Time,2025-07-28,1
Social Media Full Time Mid,2025-07-28,1
US SDR PT,2025-07-28,1
Web Developer,2025-07-28,1
Bilingual Sales FT Mid,2025-07-21,1
Bookkeeper Full Time Expert,2025-07-21,1
CRM Data Entry Assistant Full Time,2025-07-21,3
CSR Full Time,2025-07-21,5
Customer Service FT,2025-07-21,1
Dedicated Receptionist 8H,2025-07-21,1
Digital Marketing Assistant PT,2025-07-21,1
Digital Marketing Assistant PT Expert,2025-07-21,1
Digital Marketing Assistant PT Mid,2025-07-21,2
Digital Marketing PT,2025-07-21,1
Executive Assistant Full Time Expert,2025-07-21,1
Executive Assistant Full Time Mid,2025-07-21,1
Executive Assistant Part Time,2025-07-21,3
GVA - FT,2025-07-21,1
GVA - PT,2025-07-21,1
GVA Bilingual FT,2025-07-21,1
GVA Bilingual PT Mid,2025-07-21,1
General Virtual Assistant Full Time,2025-07-21,3
General Virtual Assistant Full Time Mid,2025-07-21,9
General Virtual Assistant Part Time,2025-07-21,5
Healthcare VA Full Time Expert,2025-07-21,1
Healthcare VA Full Time Mid,2025-07-21,1
"Junior Python Developer (Complex, AI) Mid PT",2025-07-21,1
Lead Gen Full Time Expert,2025-07-21,1
Lead Generation Assistant (Part Time),2025-07-21,2
Micro Plan DMA,2025-07-21,1
Micro Plan GVA,2025-07-21,2
Personal Assistant Part Time,2025-07-21,1
Real Estate Part Time,2025-07-21,1
Recruitment Full Time,2025-07-21,1
SDR Part Time Mid,2025-07-21,2
Social Media Full Time Mid,2025-07-21,1
US GVA PT,2025-07-21,1
US SDR PT,2025-07-21,1
US-Based SDR Assistant 10 HRS Mid,2025-07-21,1
Amazon Virtual Assistant Full Time,2025-07-14,1
Bilingual Sales FT Mid,2025-07-14,1
Bookkeeper PT Mid,2025-07-14,1
CRM Data Entry Assistant Part Time,2025-07-14,1
CSR Bilingual Full Time,2025-07-14,1
CSR Full Time,2025-07-14,3
CSR Part Time,2025-07-14,2
Dedicated SDR Full Time,2025-07-14,1
Dedicated SDR Part Time,2025-07-14,5
Digital Marketing Assistant PT,2025-07-14,1
Digital Marketing FT,2025-07-14,1
Executive Assistant Full Time,2025-07-14,1
Executive Assistant Full Time Mid,2025-07-14,1
GVA - PT,2025-07-14,1
General Virtual Assistant Full Time,2025-07-14,7
General Virtual Assistant Part Time,2025-07-14,7
General Virtual Assistant Part Time Expert,2025-07-14,2
Healthcare Dedicated Receptionist - 8 hours,2025-07-14,4
Healthcare VA Full Time,2025-07-14,1
Healthcare VA Full Time Expert,2025-07-14,2
Healthcare VA Part Time,2025-07-14,1
Junior Front-End Developer Entry,2025-07-14,1
Junior Full Stack Developer Expert PT,2025-07-14,1
Lawyer Assistant FT,2025-07-14,1
Lead Gen Part Time Expert,2025-07-14,1
Lead Generation Assistant (Part Time),2025-07-14,2
Micro Plan GVA,2025-07-14,1
Micro Plan GVA Mid 2hr/day,2025-07-14,1
Micro Plan SDR,2025-07-14,1
Real Estate Full Time Mid,2025-07-14,1
Recruitment Assistant PT Expert,2025-07-14,1
SDR Full Time,2025-07-14,1
SDR Full Time Mid,2025-07-14,1
SDR Part Time Expert,2025-07-14,1
SDR Part Time Mid,2025-07-14,1
Social Media Full Time,2025-07-14,1
Social Media Full Time Expert,2025-07-14,1
Bookkeeper Full Time,2025-07-07,1
Bookkeeper Full Time Mid,2025-07-07,1
CRM Data Entry Assistant Full Time,2025-07-07,1
CSR Bilingual Full Time,2025-07-07,1
CSR Full Time,2025-07-07,3
CSR Full Time Mid,2025-07-07,2
Content Marketing PT,2025-07-07,1
Customer Service FT,2025-07-07,1
Dedicated SDR - FT,2025-07-07,1
Dedicated SDR Full Time,2025-07-07,1
Dedicated SDR Part Time,2025-07-07,2
Digital Marketing Assistant FT Mid,2025-07-07,2
Digital Marketing Assistant PT Mid,2025-07-07,2
EA Bilingual FT Expert,2025-07-07,1
Executive Assistant Full Time Mid,2025-07-07,1
Executive Assistant PT,2025-07-07,1
Executive Assistant Part Time,2025-07-07,1
GVA - FT,2025-07-07,4
General Virtual Assistant Full Time,2025-07-07,2
General Virtual Assistant Full Time Expert,2025-07-07,1
General Virtual Assistant Full Time Mid,2025-07-07,2
General Virtual Assistant Part Time,2025-07-07,5
General Virtual Assistant Part Time Mid,2025-07-07,1
Graphic Designer Full Time Expert,2025-07-07,1
Graphic Designer Part Time,2025-07-07,1
Healthcare VA Full Time,2025-07-07,1
Junior Full Stack Developer Expert PT,2025-07-07,1
Lead Gen Full Time,2025-07-07,1
Lead Gen Part Time Mid,2025-07-07,1
Micro Plan DMA,2025-07-07,5
Micro Plan SDR,2025-07-07,1
SDR Full Time Mid,2025-07-07,3
SDR Part Time,2025-07-07,1
SDR Part Time Mid,2025-07-07,5
Social Media Full Time Expert,2025-07-07,2
US SDR  FT,2025-07-07,1
US-Based SDR Assistant Full Time Mid,2025-07-07,1
Airbnb Assistant FT Expert,2025-06-30,1
Bookkeeper PT,2025-06-30,1
Bookkeeper PT Expert,2025-06-30,1
CSR Full Time,2025-06-30,1
CSR Full Time,2025-06-30,3
Dedicated SDR Full Time,2025-06-30,2
Dedicated SDR Part Time,2025-06-30,4
Digital Marketing PT,2025-06-30,1
E-Commerce Assistant Full Time Mid,2025-06-30,1
Ecommerce Assistant PT,2025-06-30,1
Executive Assistant Full Time Expert,2025-06-30,1
Executive Assistant Full Time Mid,2025-06-30,1
Executive Assistant PT,2025-06-30,1
Executive Assistant Part Time,2025-06-30,1
Executive Assistant Part Time Expert,2025-06-30,1
Executive Assistant Part Time Expert,2025-06-30,1
General Virtual Assistant Full Time,2025-06-30,1
General Virtual Assistant Full Time,2025-06-30,5
General Virtual Assistant Part Time Mid,2025-06-30,2
Healthcare Dedicated Receptionist - 8 hours,2025-06-30,6
Healthcare VA Full Time,2025-06-30,1
Lead Gen Full Time Mid,2025-06-30,1
Lead Generation Assistant (Full Time),2025-06-30,1
Lead Generation Assistant (Part Time),2025-06-30,1
Micro Plan DMA,2025-06-30,1
Micro Plan SDR,2025-06-30,1
Micro Plan eCommerce Mid 2hr/day,2025-06-30,1
SDR Full Time,2025-06-30,1
SDR Part Time Expert,2025-06-30,1
SDR Part Time Mid,2025-06-30,1
Social Media FT,2025-06-30,1
Social Media Part Time,2025-06-30,1
Bilingual Sales PT Mid,2025-06-23,1
CSR Full Time,2025-06-23,4
CSR Full Time Mid,2025-06-23,1
CSR Part Time,2025-06-23,1
CSR Part Time Mid,2025-06-23,1
Dedicated Receptionist 8H,2025-06-23,1
Dedicated Receptionist 8HR,2025-06-23,1
Dedicated SDR Full Time,2025-06-23,2
Dedicated SDR Part Time,2025-06-23,1
Digital Marketing Assistant PT Mid,2025-06-23,2
Digital Marketing FT,2025-06-23,1
Digital Marketing PT,2025-06-23,2
E-Commerce Assistant Full Time,2025-06-23,1
Executive Assistant Full Time,2025-06-23,2
Executive Assistant Full Time Expert,2025-06-23,1
Executive Assistant Full Time Mid,2025-06-23,3
Executive Assistant PT,2025-06-23,1
Executive Assistant Part Time,2025-06-23,2
Executive Assistant Part Time Expert,2025-06-23,2
GVA - FT,2025-06-23,1
General Virtual Assistant Full Time,2025-06-23,8
General Virtual Assistant Full Time Mid,2025-06-23,2
General Virtual Assistant Part Time,2025-06-23,5
General Virtual Assistant Part Time Mid,2025-06-23,2
Graphic Designer Full Time,2025-06-23,1
Healthcare Assistant Bilingual FT,2025-06-23,1
Healthcare VA Full Time Expert,2025-06-23,3
Healthcare VA Part Time,2025-06-23,3
Healthcare VA Part Time Mid,2025-06-23,3
Human Resource Assistant FT Mid,2025-06-23,1
Junior iOS Developer Expert PT,2025-06-23,1
Micro Plan EA Mid 2hr/day,2025-06-23,1
Personal Assistant Part Time,2025-06-23,1
SDR FT Expert,2025-06-23,1
SDR Full Time Expert,2025-06-23,5
SDR Part Time,2025-06-23,1
SDR Part Time Expert,2025-06-23,3
SDR Part Time Mid,2025-06-23,1
Social Media Full Time Mid,2025-06-23,2
US-Based SDR Assistant PT,2025-06-23,1
Airbnb Assistant PT Expert,2025-06-16,1
CSR Bilingual Full Time Mid,2025-06-16,1
CSR Full Time,2025-06-16,1
CSR Part Time Mid,2025-06-16,1
Customer Service FT,2025-06-16,2
Dedicated SDR Part Time,2025-06-16,2
Digital Marketing Assistant FT Expert,2025-06-16,1
Digital Marketing Assistant FT Mid,2025-06-16,1
Digital Marketing Assistant PT Expert,2025-06-16,1
E-Commerce Assistant Full Time Mid,2025-06-16,1
EA Bilingual FT,2025-06-16,1
Executive Assistant Full Time,2025-06-16,3
Executive Assistant Part Time,2025-06-16,1
GVA - FT,2025-06-16,2
GVA - PT,2025-06-16,2
General Virtual Assistant Full Time,2025-06-16,7
General Virtual Assistant Full Time Expert,2025-06-16,1
General Virtual Assistant Part Time,2025-06-16,12
Graphic Designer FT,2025-06-16,1
Graphic Designer Part Time,2025-06-16,1
Healthcare VA Full Time,2025-06-16,1
IT Helpdesk Full Time Support,2025-06-16,2
Lead Gen Full Time Expert,2025-06-16,2
Lead Gen Part Time Mid,2025-06-16,1
Micro Plan Bookkeeper Mid 2hr/day,2025-06-16,3
Micro Plan SocMed,2025-06-16,1
Outbound Sales Agent Full Time,2025-06-16,1
Real Estate Full Time,2025-06-16,1
Real Estate Part Time,2025-06-16,1
Recruitment Assistant PT Expert,2025-06-16,1
SDR Full Time Mid,2025-06-16,3
SDR Part Time,2025-06-16,1
SDR Part Time Mid,2025-06-16,2
Social Media FT,2025-06-16,1
Social Media Full Time,2025-06-16,1
Social Media Full Time Mid,2025-06-16,1
Social Media Part Time,2025-06-16,1
US-Based General Virtual Assistant PT Mid,2025-06-16,1
Bilingual Sales FT,2025-06-09,1
Bilingual Sales FT Mid,2025-06-09,1
Bilingual Sales PT,2025-06-09,1
"Bilingual, Spanish/English Sales Callers",2025-06-09,1
Bookkeeper PT,2025-06-09,1
CSR Part Time,2025-06-09,1
Dedicated SDR Full Time,2025-06-09,4
Digital Marketing Assistant FT Mid,2025-06-09,2
Digital Marketing Assistant PT Mid,2025-06-09,2
Digital Marketing PT,2025-06-09,1
E-Commerce Assistant Full Time,2025-06-09,1
E-Commerce Assistant Full Time Expert,2025-06-09,1
Executive Assistant FT,2025-06-09,1
Executive Assistant Full Time,2025-06-09,3
Executive Assistant PT,2025-06-09,1
Executive Assistant Part Time,2025-06-09,1
GVA - FT,2025-06-09,2
General Virtual Assistant Full Time,2025-06-09,10
General Virtual Assistant Part Time,2025-06-09,5
General Virtual Assistant Part Time Mid,2025-06-09,2
Healthcare VA Full Time,2025-06-09,1
Human Resource Assistant PT,2025-06-09,1
Junior Front-End Developer PT,2025-06-09,1
Junior Full Stack Developer Mid,2025-06-09,1
Lead Gen Part Time Mid,2025-06-09,1
Micro Plan Bookkeeper Mid 2hr/day,2025-06-09,2
Micro Plan DMA,2025-06-09,1
SDR Full Time,2025-06-09,2
SDR Full Time Expert,2025-06-09,1
SDR Full Time Mid,2025-06-09,1
SDR Part Time Mid,2025-06-09,3
US Executive Assistant PT,2025-06-09,1
US-Based General Virtual Assistant PT Mid,2025-06-09,1
US-Based SDR Assistant 10 HRS Mid,2025-06-09,2
US-Based SDR Assistant PT Mid,2025-06-09,1
Bilingual Caller FT,2025-06-02,1
Bilingual Sales FT,2025-06-02,4
Bookkeeper FT,2025-06-02,1
Bookkeeper PT Expert,2025-06-02,1
Bookkeeper PT Mid,2025-06-02,1
CRM Data Entry Assistant Full Time,2025-06-02,1
CRM Data Entry Assistant Full Time Mid,2025-06-02,1
CRM Data Entry Assistant Part Time,2025-06-02,1
CSR Bilingual Full Time,2025-06-02,1
CSR Full Time,2025-06-02,3
CSR Full Time Mid,2025-06-02,1
Dedicated Receptionist 8H,2025-06-02,1
Dedicated SDR FT Mid,2025-06-02,1
Dedicated SDR Full Time,2025-06-02,3
Dedicated SDR Part Time,2025-06-02,1
Digital Marketing Assistant PT Expert,2025-06-02,1
Digital Marketing Assistant PT Mid,2025-06-02,1
Digital Marketing FT,2025-06-02,2
Digital Marketing PT,2025-06-02,3
E-Commerce Assistant Full Time,2025-06-02,2
E-Commerce Assistant Full Time Expert,2025-06-02,1
